date,hospital_id,ward_code,wait_per_triage,age,bed_impact_score,arrival_source_ambulance,arrival_source_referral,arrival_source_self,arrival_source_transfer,outcome_death,outcome_discharged,outcome_readmit_30d,outcome_transferred,sex_F,sex_M,base_beds,effective_capacity,admissions,staffing_index,discharge_rate_per_bed,occupancy_lag1,occupancy_lag7,overflow_lag1,overflow_lag7,discharges_lag1,discharges_lag7,admission_rate_per_bed_lag1,admission_rate_per_bed_lag7,avg_wait_minutes_lag1,avg_wait_minutes_lag7,occupancy_rate_lag1,occupancy_rate_lag7
2023-08-26,1,ICU,75.0,53.25,,1,2,5,0,1,7,0,0,4,4,20,23,8,0.907,0.25,23.0,22.0,8.0,2.0,6.0,8.0,0.55,0.35,188.0,127.0,1.0,0.957
2023-08-26,1,MED,75.0,56.75,,2,0,4,2,0,7,1,0,4,4,50,58,21,0.957,0.52,58.0,58.0,22.0,29.0,16.0,29.0,0.6,1.0,199.0,153.0,1.0,1.0
2023-08-26,1,SURG,75.0,64.5,,2,1,4,1,0,7,1,0,3,5,40,46,19,0.949,0.425,42.0,46.0,2.0,18.0,20.0,13.0,0.4,0.675,152.0,190.0,0.913,1.0
2023-08-26,2,ED,99.0,61.666666666666664,0.0,4,0,7,1,0,12,0,0,7,5,30,34,48,0.91,1.033,34.0,34.0,32.0,35.0,32.0,31.0,2.0,2.067,245.0,370.0,1.0,1.0
2023-08-26,2,ICU,75.0,55.25,,1,1,5,1,0,8,0,0,2,6,20,23,8,0.99,0.1,23.0,23.0,4.0,5.0,6.0,5.0,0.35,0.35,56.0,137.0,1.0,1.0
2023-08-26,2,MED,75.0,61.75,,2,0,5,1,0,8,0,0,5,3,50,58,25,0.914,0.34,58.0,58.0,31.0,11.0,16.0,28.0,0.78,0.62,225.0,135.0,1.0,1.0
2023-08-26,2,SURG,75.0,49.25,,1,0,7,0,0,8,0,0,2,6,40,40,15,0.937,0.575,45.0,40.0,5.0,0.0,19.0,12.0,0.45,0.325,150.0,74.0,0.978,1.0
2023-08-26,3,ED,58.300000000000004,62.916666666666664,0.0,1,4,6,1,0,10,0,2,5,7,30,34,40,0.953,1.033,34.0,34.0,16.0,23.0,31.0,29.0,1.433,1.6,223.0,239.0,1.0,1.0
2023-08-26,3,ICU,75.0,43.2,,0,0,5,0,0,5,0,0,2,3,20,23,5,0.918,0.25,23.0,23.0,6.0,9.0,6.0,4.0,0.45,0.65,173.0,177.0,1.0,1.0
2023-08-26,3,MED,75.0,58.0,,1,1,6,0,0,7,1,0,5,3,50,58,27,0.959,0.3,58.0,58.0,19.0,19.0,25.0,20.0,0.72,0.62,169.0,187.0,1.0,1.0
2023-08-26,3,SURG,75.0,68.5,,3,0,5,0,0,8,0,0,6,2,40,46,27,0.942,0.375,46.0,46.0,12.0,14.0,21.0,13.0,0.75,0.525,161.0,179.0,1.0,1.0
2023-08-26,4,ED,95.41944444444444,52.0,0.0,1,1,8,2,0,11,0,1,9,3,30,34,57,0.925,0.933,34.0,33.0,31.0,3.0,33.0,34.0,2.0,1.1,227.0,163.0,1.0,0.971
2023-08-26,4,ICU,75.0,69.5,,1,3,2,0,0,6,0,0,4,2,20,23,6,0.92,0.4,23.0,23.0,10.0,7.0,6.0,5.0,0.65,0.45,198.0,183.0,1.0,1.0
2023-08-26,4,MED,75.0,55.0,,0,0,7,1,0,7,1,0,6,2,50,58,37,0.958,0.44,58.0,58.0,11.0,26.0,30.0,16.0,0.66,0.68,157.0,178.0,1.0,1.0
2023-08-26,4,SURG,75.0,57.625,,1,3,4,0,0,8,0,0,5,3,40,46,17,0.96,0.475,46.0,46.0,12.0,9.0,18.0,12.0,0.6,0.375,157.0,191.0,1.0,1.0
2023-08-26,5,ED,56.73333333333333,61.666666666666664,0.0,3,3,6,0,0,12,0,0,8,4,30,34,48,0.94,1.1,34.0,34.0,36.0,42.0,31.0,32.0,2.1,2.333,310.0,323.0,1.0,1.0
2023-08-26,5,ICU,75.0,48.666666666666664,,0,1,2,0,0,3,0,0,2,1,20,20,3,0.952,0.3,23.0,23.0,3.0,8.0,8.0,2.0,0.4,0.35,119.0,219.0,1.0,1.0
2023-08-26,5,MED,75.0,62.625,,0,1,7,0,0,8,0,0,6,2,50,58,42,0.952,0.28,58.0,58.0,23.0,9.0,19.0,25.0,0.68,0.52,175.0,181.0,1.0,1.0
2023-08-26,5,SURG,75.0,42.5,,1,1,6,0,0,8,0,0,6,2,40,40,17,0.966,0.4,39.0,46.0,0.0,9.0,19.0,16.0,0.5,0.475,43.0,182.0,0.975,1.0
2023-08-27,1,ED,126.95833333333333,47.833333333333336,0.0,1,2,8,1,0,11,0,1,7,5,30,34,81,0.945,1.067,34.0,34.0,33.0,8.0,31.0,34.0,2.0,1.267,341.0,137.0,1.0,1.0
2023-08-27,1,ICU,75.0,50.375,,1,0,7,0,0,8,0,0,3,5,20,23,9,0.85,0.2,23.0,23.0,6.0,6.0,5.0,6.0,0.4,0.5,121.0,176.0,1.0,1.0
2023-08-27,1,MED,75.0,61.625,,1,0,6,1,0,8,0,0,2,6,50,58,35,0.902,0.32,53.0,58.0,3.0,27.0,26.0,16.0,0.42,0.7,150.0,194.0,0.914,1.0
2023-08-27,1,SURG,75.0,53.0,,1,0,6,1,0,6,2,0,4,4,40,40,14,0.904,0.475,44.0,46.0,4.0,19.0,17.0,18.0,0.475,0.775,121.0,220.0,0.957,1.0
2023-08-27,2,ED,85.78750000000001,46.166666666666664,0.0,2,3,7,0,0,12,0,0,4,8,30,34,38,0.884,0.833,34.0,34.0,21.0,34.0,31.0,33.0,1.6,2.1,252.0,239.0,1.0,1.0
2023-08-27,2,ICU,75.0,52.875,,2,2,3,1,0,8,0,0,3,5,20,23,14,0.915,0.35,23.0,23.0,9.0,10.0,2.0,6.0,0.4,0.65,197.0,184.0,1.0,1.0
2023-08-27,2,MED,75.0,62.375,,1,1,5,1,0,8,0,0,4,4,50,58,38,0.96,0.42,58.0,58.0,16.0,26.0,17.0,15.0,0.5,0.66,159.0,272.0,1.0,1.0
2023-08-27,2,SURG,75.0,51.0,,0,2,5,1,0,8,0,0,3,5,40,46,24,0.962,0.425,37.0,38.0,0.0,0.0,23.0,18.0,0.375,0.4,80.0,75.0,0.925,0.95
2023-08-27,3,ED,99.6875,49.666666666666664,0.0,2,3,7,0,0,11,0,1,4,8,30,34,57,0.967,1.033,34.0,34.0,13.0,26.0,31.0,32.0,1.333,1.8,193.0,251.0,1.0,1.0
2023-08-27,3,ICU,75.0,57.0,,1,1,2,0,0,4,0,0,3,1,20,23,4,0.918,0.15,23.0,23.0,3.0,4.0,5.0,4.0,0.25,0.25,169.0,182.0,1.0,1.0
2023-08-27,3,MED,75.0,55.125,,1,1,6,0,0,8,0,0,2,6,50,58,34,0.969,0.3,58.0,58.0,20.0,27.0,15.0,21.0,0.54,0.8,180.0,214.0,1.0,1.0
2023-08-27,3,SURG,75.0,56.75,,3,0,4,1,0,8,0,0,1,7,40,46,18,0.966,0.425,46.0,46.0,18.0,11.0,15.0,22.0,0.675,0.675,189.0,154.0,1.0,1.0
2023-08-27,4,ED,119.71944444444445,56.833333333333336,0.0,3,1,7,1,0,11,0,1,7,5,30,34,68,0.939,1.067,34.0,34.0,33.0,39.0,28.0,29.0,1.9,2.167,289.0,306.0,1.0,1.0
2023-08-27,4,ICU,75.0,55.375,,1,1,4,2,0,8,0,0,6,2,20,23,13,0.974,0.2,21.0,23.0,1.0,9.0,8.0,3.0,0.3,0.45,164.0,202.0,0.913,1.0
2023-08-27,4,MED,75.0,61.75,,3,0,5,0,0,8,0,0,5,3,50,58,24,0.929,0.42,58.0,58.0,23.0,18.0,22.0,21.0,0.74,0.62,162.0,196.0,1.0,1.0
2023-08-27,4,SURG,75.0,51.5,,3,1,3,1,0,8,0,0,2,6,40,46,24,0.905,0.35,44.0,42.0,4.0,2.0,19.0,26.0,0.425,0.55,159.0,138.0,0.957,0.913
2023-08-27,5,ED,86.65277777777777,56.083333333333336,0.0,2,2,5,3,0,12,0,0,4,8,30,34,47,0.928,1.0,34.0,34.0,19.0,23.0,33.0,32.0,1.6,1.7,180.0,247.0,1.0,1.0
2023-08-27,5,ICU,75.0,52.75,,1,1,6,0,0,8,0,0,3,5,20,23,10,0.949,0.15,20.0,22.0,0.0,2.0,6.0,2.0,0.15,0.05,64.0,148.0,1.0,0.957
2023-08-27,5,MED,75.0,63.875,,1,1,5,1,0,8,0,0,5,3,50,58,28,0.971,0.52,58.0,58.0,36.0,16.0,14.0,15.0,0.84,0.46,232.0,131.0,1.0,1.0
2023-08-27,5,SURG,75.0,52.5,,0,2,6,0,0,7,1,0,1,7,40,46,22,0.929,0.375,40.0,46.0,0.0,16.0,16.0,22.0,0.425,0.8,85.0,142.0,1.0,1.0
2023-08-28,1,ED,87.52777777777777,47.333333333333336,0.0,2,2,8,0,0,12,0,0,6,6,30,34,61,0.986,0.9,34.0,34.0,53.0,11.0,32.0,33.0,2.7,1.333,419.0,167.0,1.0,1.0
2023-08-28,1,ICU,75.0,62.0,,1,1,5,1,0,8,0,0,2,6,20,23,8,0.947,0.2,23.0,23.0,8.0,4.0,4.0,10.0,0.45,0.55,269.0,112.0,1.0,1.0
2023-08-28,1,MED,75.0,54.0,,1,1,5,1,0,6,2,0,3,5,50,58,38,0.939,0.38,58.0,58.0,22.0,26.0,16.0,23.0,0.7,0.82,136.0,195.0,1.0,1.0
2023-08-28,1,SURG,75.0,45.375,,1,0,7,0,0,8,0,0,5,3,40,46,19,1.012,0.375,39.0,46.0,0.0,11.0,19.0,16.0,0.35,0.525,63.0,125.0,0.975,1.0
2023-08-28,2,ED,114.60416666666667,52.416666666666664,0.0,2,0,10,0,0,11,0,1,4,8,30,34,71,0.967,0.867,34.0,34.0,17.0,35.0,25.0,30.0,1.267,2.033,232.0,229.0,1.0,1.0
2023-08-28,2,ICU,75.0,46.125,,1,1,5,1,1,7,0,0,4,4,20,23,14,1.005,0.25,23.0,19.0,10.0,0.0,7.0,9.0,0.7,0.25,168.0,83.0,1.0,0.95
2023-08-28,2,MED,75.0,69.5,,1,1,6,0,0,8,0,0,1,7,50,58,31,0.999,0.36,58.0,58.0,25.0,39.0,21.0,16.0,0.76,0.94,231.0,191.0,1.0,1.0
2023-08-28,2,SURG,75.0,52.75,,2,1,4,1,0,7,1,0,4,4,40,46,23,0.979,0.45,44.0,46.0,4.0,7.0,17.0,14.0,0.6,0.575,208.0,109.0,0.957,1.0
2023-08-28,3,ED,62.656944444444456,57.666666666666664,0.0,2,3,3,4,0,11,0,1,6,6,30,34,46,0.993,1.1,34.0,34.0,30.0,34.0,31.0,30.0,1.9,2.0,269.0,256.0,1.0,1.0
2023-08-28,3,ICU,75.0,66.75,,1,0,6,1,0,8,0,0,4,4,20,23,17,0.997,0.2,23.0,23.0,4.0,13.0,3.0,3.0,0.2,0.65,187.0,170.0,1.0,1.0
2023-08-28,3,MED,75.0,59.375,,4,1,3,0,0,7,1,0,4,4,50,58,39,1.004,0.3,58.0,58.0,27.0,46.0,15.0,18.0,0.68,1.12,186.0,174.0,1.0,1.0
2023-08-28,3,SURG,75.0,52.375,,3,1,4,0,0,8,0,0,6,2,40,46,30,1.064,0.45,46.0,46.0,7.0,8.0,17.0,18.0,0.45,0.5,169.0,148.0,1.0,1.0
2023-08-28,4,ED,141.4777777777778,51.25,0.0,1,3,7,1,0,11,0,1,7,5,30,34,60,0.97,1.033,34.0,34.0,40.0,25.0,32.0,27.0,2.267,1.6,255.0,248.0,1.0,1.0
2023-08-28,4,ICU,75.0,52.0,,1,2,4,1,0,8,0,0,6,2,20,23,9,0.953,0.25,23.0,23.0,10.0,12.0,4.0,8.0,0.65,0.85,160.0,173.0,1.0,1.0
2023-08-28,4,MED,75.0,64.375,,1,1,5,1,0,8,0,0,3,5,50,58,37,0.992,0.34,58.0,58.0,11.0,33.0,21.0,23.0,0.48,0.96,189.0,245.0,1.0,1.0
2023-08-28,4,SURG,75.0,47.75,,1,3,4,0,0,8,0,0,3,5,40,46,23,0.976,0.475,46.0,46.0,14.0,18.0,14.0,14.0,0.6,0.75,205.0,188.0,1.0,1.0
2023-08-28,5,ED,59.199999999999996,48.166666666666664,0.0,2,2,7,1,0,12,0,0,7,5,30,34,54,1.017,1.133,34.0,34.0,21.0,16.0,30.0,32.0,1.567,1.467,282.0,190.0,1.0,1.0
2023-08-28,5,ICU,75.0,39.857142857142854,,2,1,4,0,0,7,0,0,3,4,20,23,7,0.991,0.25,23.0,23.0,7.0,9.0,3.0,4.0,0.5,0.55,188.0,179.0,1.0,1.0
2023-08-28,5,MED,75.0,55.125,,0,0,8,0,0,8,0,0,3,5,50,58,42,1.008,0.44,58.0,58.0,10.0,26.0,26.0,16.0,0.56,0.68,153.0,162.0,1.0,1.0
2023-08-28,5,SURG,75.0,56.625,,3,0,5,0,0,7,1,0,4,4,40,46,36,1.013,0.475,46.0,46.0,7.0,8.0,15.0,19.0,0.55,0.525,201.0,124.0,1.0,1.0
2023-08-29,1,ED,98.22222222222223,56.333333333333336,0.0,3,0,9,0,0,11,0,1,6,6,30,34,45,0.976,1.033,34.0,34.0,38.0,33.0,27.0,30.0,2.033,1.967,262.0,212.0,1.0,1.0
2023-08-29,1,ICU,75.0,72.75,,1,3,3,1,0,8,0,0,4,4,20,23,10,1.002,0.2,23.0,23.0,7.0,15.0,4.0,1.0,0.4,0.65,176.0,177.0,1.0,1.0
2023-08-29,1,MED,75.0,63.25,,1,1,5,1,0,8,0,0,4,4,50,58,33,0.992,0.38,58.0,58.0,27.0,19.0,19.0,22.0,0.76,0.66,215.0,167.0,1.0,1.0
2023-08-29,1,SURG,75.0,58.25,,1,0,7,0,0,8,0,0,6,2,40,46,20,0.952,0.5,43.0,46.0,3.0,10.0,15.0,15.0,0.475,0.475,71.0,166.0,0.935,1.0
2023-08-29,2,ED,75.50555555555556,50.916666666666664,0.0,4,3,5,0,0,11,0,1,6,6,30,34,52,0.964,1.067,34.0,34.0,49.0,24.0,26.0,33.0,2.367,1.767,379.0,207.0,1.0,1.0
2023-08-29,2,ICU,75.0,57.25,,1,2,5,0,0,8,0,0,3,5,20,23,10,1.006,0.25,23.0,23.0,12.0,8.0,5.0,2.0,0.7,0.55,184.0,218.0,1.0,1.0
2023-08-29,2,MED,75.0,50.25,,0,0,8,0,0,7,1,0,7,1,50,58,27,0.988,0.38,58.0,58.0,21.0,24.0,18.0,24.0,0.62,0.8,179.0,209.0,1.0,1.0
2023-08-29,2,SURG,75.0,64.625,,1,0,6,1,0,7,1,0,5,3,40,46,28,0.979,0.375,46.0,46.0,9.0,7.0,18.0,21.0,0.575,0.55,127.0,100.0,1.0,1.0
2023-08-29,3,ED,80.45555555555556,54.916666666666664,0.0,2,1,7,2,0,12,0,0,6,6,30,34,62,1.047,1.1,34.0,34.0,17.0,47.0,33.0,33.0,1.533,2.533,179.0,347.0,1.0,1.0
2023-08-29,3,ICU,75.0,60.625,,3,1,4,0,0,8,0,0,3,5,20,23,13,0.935,0.3,23.0,23.0,16.0,12.0,4.0,5.0,0.85,0.7,242.0,218.0,1.0,1.0
2023-08-29,3,MED,75.0,57.25,,1,2,5,0,0,8,0,0,3,5,50,58,40,0.967,0.46,58.0,58.0,32.0,26.0,15.0,8.0,0.78,0.52,162.0,138.0,1.0,1.0
2023-08-29,3,SURG,75.0,43.0,,1,1,6,0,0,8,0,0,6,2,40,46,34,0.984,0.375,46.0,43.0,18.0,3.0,18.0,22.0,0.75,0.475,167.0,101.0,1.0,0.935
2023-08-29,4,ED,60.67777777777778,53.5,0.0,4,1,5,2,0,11,0,1,3,9,30,34,55,1.066,1.1,34.0,34.0,33.0,26.0,31.0,30.0,2.0,1.733,291.0,225.0,1.0,1.0
2023-08-29,4,ICU,75.0,58.125,,2,2,4,0,0,8,0,0,3,5,20,23,10,1.019,0.3,23.0,23.0,7.0,11.0,5.0,3.0,0.45,0.55,141.0,160.0,1.0,1.0
2023-08-29,4,MED,75.0,58.75,,2,1,4,1,0,8,0,0,1,7,50,58,40,0.967,0.4,58.0,58.0,28.0,39.0,17.0,24.0,0.74,1.1,195.0,218.0,1.0,1.0
2023-08-29,4,SURG,75.0,51.5,,0,1,7,0,0,8,0,0,5,3,40,46,20,1.022,0.475,46.0,46.0,10.0,17.0,19.0,25.0,0.575,0.9,207.0,218.0,1.0,1.0
2023-08-29,5,ED,97.40972222222221,48.416666666666664,0.0,3,3,6,0,0,11,0,1,6,6,30,34,57,1.045,1.133,34.0,34.0,24.0,22.0,34.0,28.0,1.8,1.533,210.0,219.0,1.0,1.0
2023-08-29,5,ICU,75.0,66.5,,1,3,3,1,0,8,0,0,5,3,20,23,9,0.968,0.2,23.0,23.0,5.0,5.0,5.0,6.0,0.35,0.4,169.0,123.0,1.0,1.0
2023-08-29,5,MED,75.0,49.75,,1,1,5,1,0,8,0,0,3,5,50,58,23,0.973,0.46,58.0,58.0,28.0,27.0,22.0,20.0,0.84,0.78,174.0,159.0,1.0,1.0
2023-08-29,5,SURG,75.0,62.625,,1,4,3,0,0,8,0,0,4,4,40,46,25,0.986,0.525,46.0,46.0,23.0,8.0,19.0,18.0,0.9,0.5,199.0,202.0,1.0,1.0
2023-08-30,1,ED,95.16666666666667,56.083333333333336,0.0,3,3,6,0,0,11,0,1,7,5,30,34,55,1.008,0.967,34.0,34.0,18.0,32.0,31.0,27.0,1.5,1.833,227.0,322.0,1.0,1.0
2023-08-30,1,ICU,75.0,51.625,,2,1,4,1,2,6,0,0,2,6,20,23,13,1.012,0.25,23.0,20.0,9.0,0.0,4.0,9.0,0.5,0.3,199.0,48.0,1.0,1.0
2023-08-30,1,MED,75.0,67.375,,1,1,6,0,0,8,0,0,4,4,50,58,27,0.992,0.4,58.0,55.0,22.0,5.0,19.0,17.0,0.66,0.28,183.0,130.0,1.0,0.948
2023-08-30,1,SURG,75.0,48.375,,2,0,6,0,0,8,0,0,3,5,40,46,26,0.986,0.4,43.0,46.0,3.0,24.0,20.0,17.0,0.5,0.875,71.0,148.0,0.935,1.0
2023-08-30,2,ED,107.84027777777777,58.916666666666664,0.0,1,1,8,2,0,11,0,1,6,6,30,34,62,0.951,1.033,34.0,34.0,24.0,23.0,32.0,31.0,1.733,1.667,274.0,187.0,1.0,1.0
2023-08-30,2,ICU,75.0,51.125,,2,1,5,0,0,8,0,0,3,5,20,23,9,0.976,0.1,23.0,23.0,8.0,10.0,5.0,3.0,0.5,0.5,179.0,164.0,1.0,1.0
2023-08-30,2,MED,75.0,70.375,,2,2,3,1,0,8,0,0,4,4,50,58,23,1.025,0.38,58.0,58.0,16.0,25.0,19.0,24.0,0.54,0.82,199.0,127.0,1.0,1.0
2023-08-30,2,SURG,75.0,65.125,,2,2,4,0,0,8,0,0,4,4,40,40,15,0.993,0.65,46.0,46.0,19.0,13.0,15.0,18.0,0.7,0.625,168.0,121.0,1.0,1.0
2023-08-30,3,ED,60.81666666666666,52.25,0.0,2,3,7,0,0,12,0,0,4,8,30,34,43,0.996,1.133,34.0,34.0,33.0,39.0,33.0,30.0,2.067,2.167,229.0,296.0,1.0,1.0
2023-08-30,3,ICU,75.0,58.0,,3,1,3,1,0,8,0,0,4,4,20,23,10,0.949,0.3,23.0,23.0,10.0,18.0,6.0,5.0,0.65,1.0,158.0,248.0,1.0,1.0
2023-08-30,3,MED,75.0,54.5,,1,1,5,1,0,7,1,0,4,4,50,58,39,1.012,0.52,58.0,58.0,25.0,26.0,23.0,16.0,0.8,0.68,164.0,194.0,1.0,1.0
2023-08-30,3,SURG,75.0,55.0,,2,0,3,3,0,8,0,0,2,6,40,46,16,0.985,0.475,46.0,35.0,25.0,0.0,15.0,19.0,0.85,0.275,230.0,7.0,1.0,0.875
2023-08-30,4,ED,55.65,58.583333333333336,0.0,1,0,11,0,0,10,0,2,7,5,30,34,58,1.006,1.067,34.0,34.0,26.0,32.0,33.0,30.0,1.833,1.933,232.0,258.0,1.0,1.0
2023-08-30,4,ICU,75.0,63.75,,2,2,4,0,1,7,0,0,5,3,20,23,10,0.975,0.25,23.0,23.0,7.0,7.0,6.0,4.0,0.5,0.4,158.0,166.0,1.0,1.0
2023-08-30,4,MED,75.0,60.125,,1,4,2,1,0,8,0,0,5,3,50,58,34,1.058,0.48,58.0,58.0,28.0,28.0,20.0,19.0,0.8,0.78,240.0,188.0,1.0,1.0
2023-08-30,4,SURG,75.0,68.0,,2,1,5,0,0,8,0,0,2,6,40,46,18,1.019,0.425,46.0,41.0,7.0,1.0,19.0,27.0,0.5,0.55,137.0,144.0,1.0,0.891
2023-08-30,5,ED,94.13194444444444,56.083333333333336,0.0,2,0,9,1,0,11,0,1,8,4,30,34,52,1.014,0.9,34.0,34.0,27.0,36.0,34.0,25.0,1.9,1.9,209.0,330.0,1.0,1.0
2023-08-30,5,ICU,75.0,56.5,,1,2,5,0,0,8,0,0,6,2,20,23,10,0.994,0.25,23.0,23.0,8.0,9.0,4.0,4.0,0.45,0.5,148.0,218.0,1.0,1.0
2023-08-30,5,MED,75.0,68.5,,2,0,6,0,0,7,1,0,4,4,50,58,28,1.017,0.24,58.0,58.0,8.0,32.0,23.0,26.0,0.46,1.0,146.0,188.0,1.0,1.0
2023-08-30,5,SURG,75.0,57.0,,4,0,4,0,0,7,1,0,2,6,40,40,12,1.053,0.65,46.0,46.0,10.0,17.0,21.0,16.0,0.625,0.675,169.0,187.0,1.0,1.0
2023-08-31,1,ED,54.42777777777778,54.333333333333336,0.0,1,2,6,3,0,12,0,0,7,5,30,34,50,1.014,0.867,34.0,34.0,30.0,34.0,29.0,34.0,1.833,2.133,219.0,268.0,1.0,1.0
2023-08-31,1,ICU,75.0,44.166666666666664,,2,1,3,0,0,6,0,0,4,2,20,23,6,0.999,0.4,23.0,23.0,11.0,5.0,5.0,3.0,0.65,0.4,190.0,150.0,1.0,1.0
2023-08-31,1,MED,75.0,65.875,,2,0,6,0,0,4,4,0,1,7,50,58,42,0.983,0.44,58.0,58.0,15.0,22.0,20.0,20.0,0.54,0.74,214.0,170.0,1.0,1.0
2023-08-31,1,SURG,75.0,54.375,,0,1,6,1,0,8,0,0,3,5,40,46,28,1.022,0.525,46.0,46.0,13.0,7.0,16.0,24.0,0.65,0.625,137.0,165.0,1.0,1.0
2023-08-31,2,ED,39.481944444444444,54.5,0.0,0,0,10,2,0,11,0,1,5,7,30,34,43,1.068,1.1,34.0,34.0,35.0,37.0,31.0,29.0,2.067,2.067,304.0,291.0,1.0,1.0
2023-08-31,2,ICU,75.0,66.14285714285714,,1,0,6,0,0,7,0,0,4,3,20,23,7,1.005,0.25,23.0,23.0,10.0,7.0,2.0,4.0,0.45,0.4,210.0,166.0,1.0,1.0
2023-08-31,2,MED,75.0,66.625,,2,0,6,0,0,7,1,0,3,5,50,58,31,1.035,0.42,58.0,58.0,12.0,14.0,19.0,15.0,0.46,0.42,150.0,123.0,1.0,1.0
2023-08-31,2,SURG,75.0,49.75,,1,1,5,1,0,8,0,0,6,2,40,46,23,0.979,0.3,35.0,46.0,0.0,11.0,26.0,21.0,0.375,0.65,7.0,137.0,0.875,1.0
2023-08-31,3,ED,52.48333333333333,56.416666666666664,0.0,4,1,6,1,0,10,0,2,5,7,30,34,61,0.98,0.967,34.0,34.0,13.0,28.0,34.0,32.0,1.433,1.867,215.0,227.0,1.0,1.0
2023-08-31,3,ICU,75.0,44.125,,3,1,4,0,0,8,0,0,4,4,20,23,10,0.954,0.3,23.0,23.0,7.0,9.0,6.0,3.0,0.5,0.45,124.0,207.0,1.0,1.0
2023-08-31,3,MED,75.0,65.5,,0,3,5,0,0,8,0,0,4,4,50,58,32,0.993,0.36,58.0,58.0,21.0,23.0,26.0,25.0,0.78,0.8,163.0,169.0,1.0,1.0
2023-08-31,3,SURG,75.0,54.75,,2,2,2,2,0,8,0,0,4,4,40,46,30,1.004,0.325,43.0,43.0,3.0,3.0,19.0,17.0,0.4,0.625,189.0,80.0,0.935,0.935
2023-08-31,4,ED,72.2638888888889,63.25,0.0,1,4,7,0,0,12,0,0,5,7,30,34,43,0.955,0.9,34.0,34.0,30.0,46.0,32.0,25.0,1.933,2.233,160.0,291.0,1.0,1.0
2023-08-31,4,ICU,75.0,51.375,,1,0,7,0,2,6,0,0,2,6,20,23,11,1.008,0.15,23.0,23.0,8.0,3.0,5.0,4.0,0.5,0.2,150.0,207.0,1.0,1.0
2023-08-31,4,MED,75.0,62.125,,0,1,7,0,0,8,0,0,3,5,50,58,34,0.995,0.32,58.0,58.0,18.0,25.0,24.0,18.0,0.68,0.7,192.0,192.0,1.0,1.0
2023-08-31,4,SURG,75.0,57.375,,2,0,6,0,0,7,1,0,2,6,40,46,31,0.959,0.325,46.0,46.0,7.0,14.0,17.0,17.0,0.45,0.75,128.0,175.0,1.0,1.0
2023-08-31,5,ED,58.92083333333333,55.083333333333336,0.0,1,3,7,1,0,12,0,0,5,7,30,34,43,0.995,0.967,34.0,34.0,29.0,14.0,27.0,31.0,1.733,1.367,267.0,220.0,1.0,1.0
2023-08-31,5,ICU,75.0,51.0,,1,2,3,2,0,8,0,0,2,6,20,23,12,0.983,0.2,23.0,23.0,8.0,8.0,5.0,8.0,0.5,0.65,169.0,206.0,1.0,1.0
2023-08-31,5,MED,75.0,57.25,,1,1,3,3,0,8,0,0,6,2,50,58,30,0.99,0.36,58.0,58.0,24.0,28.0,12.0,19.0,0.56,0.78,183.0,259.0,1.0,1.0
2023-08-31,5,SURG,75.0,56.875,,2,2,3,1,0,7,1,0,3,5,40,46,19,1.017,0.25,32.0,38.0,0.0,0.0,26.0,19.0,0.3,0.275,6.0,46.0,0.8,0.95
2023-09-01,1,ED,98.66666666666667,54.416666666666664,0.0,4,1,6,1,0,12,0,0,5,7,30,34,59,0.998,1.133,34.0,34.0,28.0,47.0,26.0,27.0,1.667,2.333,242.0,331.0,1.0,1.0
2023-09-01,1,ICU,75.0,62.0,,3,2,3,0,0,8,0,0,7,1,20,23,16,0.979,0.35,21.0,23.0,1.0,8.0,8.0,6.0,0.3,0.55,145.0,188.0,0.913,1.0
2023-09-01,1,MED,75.0,73.25,,0,0,8,0,0,8,0,0,3,5,50,58,27,0.929,0.5,58.0,58.0,28.0,22.0,22.0,16.0,0.84,0.6,189.0,199.0,1.0,1.0
2023-09-01,1,SURG,75.0,50.5,,2,1,4,1,0,8,0,0,2,6,40,46,23,0.971,0.525,46.0,42.0,13.0,2.0,21.0,20.0,0.7,0.4,171.0,152.0,1.0,0.913
2023-09-01,2,ED,79.58333333333333,58.083333333333336,0.0,3,3,5,1,0,12,0,0,5,7,30,34,64,1.041,1.033,34.0,34.0,14.0,32.0,33.0,32.0,1.433,2.0,126.0,245.0,1.0,1.0
2023-09-01,2,ICU,75.0,44.833333333333336,,1,0,4,1,0,6,0,0,2,4,20,23,6,0.98,0.3,23.0,23.0,5.0,4.0,5.0,6.0,0.35,0.35,126.0,56.0,1.0,1.0
2023-09-01,2,MED,75.0,54.125,,0,1,7,0,0,7,1,0,3,5,50,58,41,0.968,0.38,58.0,58.0,18.0,31.0,21.0,16.0,0.62,0.78,212.0,225.0,1.0,1.0
2023-09-01,2,SURG,75.0,65.5,,2,1,5,0,0,8,0,0,3,5,40,46,17,0.958,0.475,46.0,45.0,6.0,5.0,12.0,19.0,0.575,0.45,122.0,150.0,1.0,0.978
2023-09-01,3,ED,64.875,63.916666666666664,0.0,1,1,10,0,0,11,0,1,5,7,30,34,59,0.996,0.867,34.0,34.0,36.0,16.0,29.0,31.0,2.033,1.433,263.0,223.0,1.0,1.0
2023-09-01,3,ICU,75.0,53.0,,2,0,6,0,1,7,0,0,5,3,20,23,12,1.02,0.25,23.0,23.0,7.0,6.0,6.0,6.0,0.5,0.45,173.0,173.0,1.0,1.0
